Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Argon,1,90,100.0,0.25,100.0,90.0,98.3225806451613,0,1,30.0,Gas,0.0,298.0,473.0,Fail,4000.0,400.0,133333.33333333334
Argon,1,90,150.0,0.25,100.0,90.0,97.48387096774194,0,1,30.0,Gas,0.0,298.0,473.0,Fail,6000.0,600.0,200000.0
Argon,1,90,200.0,0.25,100.0,90.0,96.64516129032258,0,1,30.0,Gas,0.0,298.0,473.0,Fail,8000.0,800.0,266666.6666666667
Argon,1,90,250.0,0.25,100.0,90.0,95.80645161290323,0,1,30.0,Gas,0.0,298.0,473.0,Fail,10000.0,1000.0,333333.3333333333
Argon,1,90,50.0,0.55,100.0,90.0,94.96774193548387,0,1,30.0,Gas,0.0,298.0,473.0,Fail,909.090909090909,90.9090909090909,30303.0303030303
Argon,1,90,100.0,0.55,100.0,90.0,94.12903225806451,0,1,30.0,Gas,0.0,298.0,473.0,Success,1818.181818181818,181.8181818181818,60606.0606060606
Argon,1,90,150.0,0.55,100.0,90.0,93.29032258064517,0,1,30.0,Gas,0.0,298.0,473.0,Success,2727.272727272727,272.7272727272727,90909.0909090909
Argon,1,90,200.0,0.55,100.0,90.0,92.45161290322581,0,1,30.0,Gas,0.0,298.0,473.0,Fail,3636.363636363636,363.6363636363636,121212.1212121212
Argon,1,90,250.0,0.55,100.0,90.0,91.61290322580645,0,1,30.0,Gas,0.0,298.0,473.0,Fail,4545.454545454545,454.5454545454545,151515.1515151515
Argon,1,90,50.0,0.85,100.0,90.0,90.7741935483871,0,1,30.0,Gas,0.0,298.0,473.0,Fail,588.2352941176471,58.82352941176471,19607.843137254902
Argon,1,90,100.0,0.85,100.0,90.0,89.93548387096774,0,1,30.0,Gas,0.0,298.0,473.0,Fail,1176.4705882352941,117.64705882352942,39215.686274509804
Argon,1,90,150.0,0.85,100.0,90.0,89.09677419354838,0,1,30.0,Gas,0.0,298.0,473.0,Success,1764.705882352941,176.47058823529412,58823.52941176471
Argon,1,90,200.0,0.85,100.0,90.0,88.25806451612902,0,1,30.0,Gas,0.0,298.0,473.0,Fail,2352.9411764705883,235.29411764705884,78431.37254901961
Argon,1,90,250.0,0.85,100.0,90.0,87.41935483870968,0,1,30.0,Gas,0.0,298.0,473.0,Success,2941.176470588235,294.11764705882354,98039.21568627452
Argon,1,90,50.0,1.15,100.0,90.0,86.58064516129032,0,1,30.0,Gas,0.0,298.0,473.0,Fail,434.7826086956522,43.47826086956522,14492.753623188408
Argon,1,90,100.0,1.15,100.0,90.0,85.74193548387098,0,1,30.0,Gas,0.0,298.0,473.0,Fail,869.5652173913044,86.95652173913044,28985.507246376816
Argon,1,90,150.0,1.15,100.0,90.0,84.90322580645162,0,1,30.0,Gas,0.0,298.0,473.0,Fail,1304.3478260869567,130.43478260869566,43478.26086956522
Argon,1,90,200.0,1.15,100.0,90.0,84.06451612903226,0,1,30.0,Gas,0.0,298.0,473.0,Success,1739.1304347826087,173.91304347826087,57971.01449275363
Argon,1,90,250.0,1.15,100.0,90.0,83.2258064516129,0,1,30.0,Gas,0.0,298.0,473.0,Success,2173.913043478261,217.3913043478261,72463.76811594205
Argon,1,90,50.0,1.45,100.0,90.0,82.38709677419355,0,1,30.0,Gas,0.0,298.0,473.0,Fail,344.82758620689657,34.48275862068966,11494.252873563219
Argon,1,90,100.0,1.45,100.0,90.0,81.54838709677419,0,1,30.0,Gas,0.0,298.0,473.0,Fail,689.6551724137931,68.96551724137932,22988.505747126437
Argon,1,90,150.0,1.45,100.0,90.0,80.70967741935483,0,1,30.0,Gas,0.0,298.0,473.0,Success,1034.4827586206898,103.44827586206897,34482.75862068966
Argon,1,90,200.0,1.45,100.0,90.0,79.87096774193549,0,1,30.0,Gas,0.0,298.0,473.0,Fail,1379.3103448275863,137.93103448275863,45977.011494252874
Argon,1,90,250.0,1.45,100.0,90.0,79.03225806451613,0,1,30.0,Gas,0.0,298.0,473.0,Success,1724.1379310344828,172.41379310344828,57471.2643678161
Argon,1,90,50.0,1.75,100.0,90.0,78.19354838709677,0,1,30.0,Gas,0.0,298.0,473.0,Fail,285.71428571428567,28.571428571428573,9523.809523809525
Argon,1,90,100.0,1.75,100.0,90.0,77.35483870967742,0,1,30.0,Gas,0.0,298.0,473.0,Fail,571.4285714285713,57.142857142857146,19047.61904761905
Argon,1,90,150.0,1.75,100.0,90.0,76.51612903225806,0,1,30.0,Gas,0.0,298.0,473.0,Fail,857.1428571428571,85.71428571428571,28571.428571428576
Argon,1,90,200.0,1.75,100.0,90.0,75.6774193548387,0,1,30.0,Gas,0.0,298.0,473.0,Fail,1142.8571428571427,114.28571428571429,38095.2380952381
Argon,1,90,250.0,1.75,100.0,90.0,74.83870967741936,0,1,30.0,Gas,0.0,298.0,473.0,Fail,1428.5714285714284,142.85714285714286,47619.047619047626
Argon,1,90,200.0,0.167,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,13306.71989354624,1197.6047904191616,665335.9946773121
Argon,1,90,200.0,0.167,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,10887.316276537833,1197.6047904191616,544365.8138268916
Argon,1,90,200.0,0.167,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,9212.34454168586,1197.6047904191616,460617.2270842929
Argon,1,90,200.0,0.33,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,6734.0067340067335,606.060606060606,336700.3367003367
Argon,1,90,200.0,0.33,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,5509.641873278236,606.060606060606,275482.0936639118
Argon,1,90,200.0,0.33,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,4662.004662004662,606.060606060606,233100.2331002331
Argon,1,90,200.0,0.5,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,400.0,222222.22222222222
Argon,1,90,200.0,0.5,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,3636.3636363636365,400.0,181818.18181818185
Argon,1,90,200.0,0.5,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,3076.9230769230767,400.0,153846.15384615384
Argon,1,90,200.0,0.67,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,3316.7495854063013,298.5074626865671,165837.4792703151
Argon,1,90,200.0,0.67,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,2713.70420624152,298.5074626865671,135685.210312076
Argon,1,90,200.0,0.67,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,2296.2112514351315,298.5074626865671,114810.5625717566
Argon,1,90,200.0,0.83,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,2677.376171352075,240.96385542168676,133868.80856760376
Argon,1,90,200.0,0.83,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,2190.580503833516,240.96385542168676,109529.0251916758
Argon,1,90,200.0,0.83,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1853.5681186283596,240.96385542168676,92678.40593141799
Argon,1,90,200.0,1.0,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,2222.222222222222,200.0,111111.11111111111
Argon,1,90,200.0,1.0,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1818.1818181818182,200.0,90909.09090909093
Argon,1,90,200.0,1.0,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1538.4615384615383,200.0,76923.07692307692
Argon,1,90,200.0,1.17,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1899.3352326685658,170.94017094017096,94966.76163342831
Argon,1,90,200.0,1.17,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1554.0015540015543,170.94017094017096,77700.0777000777
Argon,1,90,200.0,1.17,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1314.924391847469,170.94017094017096,65746.21959237344
Argon,1,90,200.0,1.33,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1670.843776106934,150.37593984962405,83542.18880534671
Argon,1,90,200.0,1.33,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1367.0539986329459,150.37593984962405,68352.69993164731
Argon,1,90,200.0,1.33,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1156.737998843262,150.37593984962405,57836.8999421631
Argon,1,90,200.0,1.5,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1481.4814814814813,133.33333333333334,74074.07407407409
Argon,1,90,200.0,1.5,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1212.121212121212,133.33333333333334,60606.06060606061
Argon,1,90,200.0,1.5,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1025.6410256410256,133.33333333333334,51282.05128205128
Argon,1,90,200.0,1.67,90.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1330.6719893546242,119.76047904191617,66533.59946773121
Argon,1,90,200.0,1.67,110.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,1088.7316276537833,119.76047904191617,54436.58138268917
Argon,1,90,200.0,1.67,130.0,100.0,74.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Fail,921.234454168586,119.76047904191617,46061.7227084293
Argon,1,90,200.0,0.167,130.0,100.0,74.0,0,0.9,30.0,Gas,0.0,298.0,298.0,Fail,9212.34454168586,1197.6047904191616,307078.1513895286
Argon,1,90,200.0,0.33,130.0,100.0,74.0,0,0.9,30.0,Gas,0.0,298.0,298.0,Fail,4662.004662004662,606.060606060606,155400.1554001554
Argon,1,90,200.0,0.5,130.0,100.0,74.0,0,0.9,30.0,Gas,0.0,298.0,298.0,Fail,3076.9230769230767,400.0,102564.10256410256
Argon,1,90,200.0,0.167,130.0,100.0,74.0,0,0.9,40.0,Gas,0.0,298.0,298.0,Fail,9212.34454168586,1197.6047904191616,230308.61354214646
Argon,1,90,200.0,0.33,130.0,100.0,74.0,0,0.9,40.0,Gas,0.0,298.0,298.0,Fail,4662.004662004662,606.060606060606,116550.11655011655
Argon,1,90,200.0,0.5,130.0,100.0,74.0,0,0.9,40.0,Gas,0.0,298.0,298.0,Fail,3076.9230769230767,400.0,76923.07692307692
Argon,1,90,195.0,1.083,90.0,80.0,45.0,0,0.9,20.0,Gas,0.0,298.0,298.0,Success,2000.6155740227762,180.05540166204986,100030.77870113881
Argon,1,90,185.0,1.2,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2202.3809523809523,154.16666666666669,110119.04761904763
Argon,1,90,185.0,0.6,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2803.030303030303,308.33333333333337,140151.51515151517
Argon,1,90,175.0,0.9,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1767.6767676767677,194.44444444444443,88383.83838383839
Argon,1,90,185.0,0.6,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,3425.925925925926,308.33333333333337,171296.2962962963
Argon,1,90,185.0,0.9,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2283.9506172839506,205.55555555555554,114197.53086419754
Argon,1,90,185.0,1.2,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1401.5151515151515,154.16666666666669,70075.75757575758
Argon,1,90,185.0,0.9,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2936.5079365079364,205.55555555555554,146825.39682539683
Argon,1,90,175.0,1.2,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1325.7575757575758,145.83333333333334,66287.87878787878
Argon,1,90,195.0,0.6,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2954.5454545454545,325.0,147727.27272727274
Argon,1,90,175.0,0.6,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,4166.666666666666,291.6666666666667,208333.33333333334
Argon,1,90,175.0,1.2,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1620.3703703703704,145.83333333333334,81018.51851851851
Argon,1,90,175.0,1.2,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2083.333333333333,145.83333333333334,104166.66666666667
Argon,1,90,185.0,1.2,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1712.962962962963,154.16666666666669,85648.14814814815
Argon,1,90,175.0,0.9,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2160.4938271604938,194.44444444444443,108024.69135802469
Argon,1,90,185.0,0.6,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,4404.761904761905,308.33333333333337,220238.09523809527
Argon,1,90,195.0,1.2,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1477.2727272727273,162.5,73863.63636363637
Argon,1,90,195.0,0.9,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1969.6969696969695,216.66666666666666,98484.84848484848
Argon,1,90,195.0,0.6,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,3611.1111111111113,325.0,180555.55555555556
Argon,1,90,195.0,0.9,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,3095.2380952380954,216.66666666666666,154761.9047619048
Argon,1,90,185.0,0.9,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1868.6868686868686,205.55555555555554,93434.34343434343
Argon,1,90,195.0,0.9,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2407.4074074074074,216.66666666666666,120370.37037037038
Argon,1,90,175.0,0.6,110.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2651.5151515151515,291.6666666666667,132575.75757575757
Argon,1,90,195.0,1.2,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2321.428571428571,162.5,116071.42857142858
Argon,1,90,175.0,0.6,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,3240.740740740741,291.6666666666667,162037.03703703702
Argon,1,90,175.0,0.9,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,2777.777777777778,194.44444444444443,138888.8888888889
Argon,1,90,195.0,0.6,70.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,4642.857142857142,325.0,232142.85714285716
Argon,1,90,195.0,1.2,90.0,110.0,48.0,0,0.8,20.0,Gas,0.0,298.0,353.0,Success,1805.5555555555557,162.5,90277.77777777778
Argon,1,90,35.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,42168.67469879518,4216.8674698795185,843373.4939759036
Argon,1,90,35.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,20588.235294117647,2058.8235294117644,411764.7058823529
Argon,1,90,35.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,14000.0,1400.0,280000.0
Argon,1,90,35.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,11666.666666666666,1166.6666666666667,233333.33333333334
Argon,1,90,35.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,8333.333333333332,833.3333333333333,166666.6666666667
Argon,1,90,40.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,48192.77108433735,4819.277108433735,963855.421686747
Argon,1,90,40.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,23529.41176470588,2352.9411764705883,470588.2352941176
Argon,1,90,40.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,16000.0,1600.0,320000.0
Argon,1,90,40.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,13333.333333333334,1333.3333333333335,266666.6666666667
Argon,1,90,40.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,9523.809523809523,952.3809523809523,190476.1904761905
Argon,1,90,45.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,54216.867469879515,5421.686746987952,1084337.3493975904
Argon,1,90,45.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,26470.588235294115,2647.0588235294117,529411.7647058823
Argon,1,90,45.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,18000.0,1800.0,360000.0
Argon,1,90,45.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,15000.0,1500.0,300000.0
Argon,1,90,45.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10714.285714285712,1071.4285714285713,214285.71428571432
Argon,1,90,50.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,60240.96385542169,6024.096385542169,1204819.2771084337
Argon,1,90,50.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,29411.76470588235,2941.176470588235,588235.294117647
Argon,1,90,50.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,20000.0,2000.0,400000.0
Argon,1,90,50.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,16666.666666666668,1666.6666666666667,333333.3333333334
Argon,1,90,50.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,11904.761904761903,1190.4761904761904,238095.2380952381
Argon,1,90,55.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,66265.06024096385,6626.506024096386,1325301.2048192772
Argon,1,90,55.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,32352.941176470587,3235.2941176470586,647058.8235294117
Argon,1,90,55.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,22000.0,2200.0,440000.0
Argon,1,90,55.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,18333.333333333332,1833.3333333333335,366666.6666666667
Argon,1,90,55.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,13095.238095238094,1309.5238095238094,261904.76190476192
Argon,1,90,60.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,72289.15662650602,7228.915662650602,1445783.1325301204
Argon,1,90,60.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,35294.11764705882,3529.411764705882,705882.3529411764
Argon,1,90,60.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,24000.0,2400.0,480000.0
Argon,1,90,60.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,20000.0,2000.0,400000.00000000006
Argon,1,90,60.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,14285.714285714284,1428.5714285714284,285714.28571428574
Argon,1,90,65.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,78313.2530120482,7831.325301204819,1566265.060240964
Argon,1,90,65.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,38235.294117647056,3823.5294117647054,764705.8823529411
Argon,1,90,65.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,26000.0,2600.0,520000.0
Argon,1,90,65.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,21666.666666666668,2166.666666666667,433333.3333333334
Argon,1,90,65.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,15476.190476190473,1547.6190476190475,309523.8095238095
Argon,1,90,70.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,84337.34939759035,8433.734939759037,1686746.9879518072
Argon,1,90,70.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,41176.470588235294,4117.647058823529,823529.4117647058
Argon,1,90,70.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,28000.0,2800.0,560000.0
Argon,1,90,70.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,23333.333333333332,2333.3333333333335,466666.6666666667
Argon,1,90,70.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,16666.666666666664,1666.6666666666665,333333.3333333334
Argon,1,90,75.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,90361.44578313253,9036.144578313253,1807228.9156626507
Argon,1,90,75.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,44117.647058823524,4411.764705882352,882352.9411764705
Argon,1,90,75.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,30000.0,3000.0,600000.0
Argon,1,90,75.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,25000.0,2500.0,500000.00000000006
Argon,1,90,75.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,17857.142857142855,1785.7142857142856,357142.85714285716
Argon,1,90,80.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,96385.5421686747,9638.55421686747,1927710.843373494
Argon,1,90,80.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,47058.82352941176,4705.882352941177,941176.4705882352
Argon,1,90,80.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,32000.0,3200.0,640000.0
Argon,1,90,80.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,26666.666666666668,2666.666666666667,533333.3333333334
Argon,1,90,80.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,19047.619047619046,1904.7619047619046,380952.380952381
Argon,1,90,85.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,102409.63855421687,10240.963855421687,2048192.7710843375
Argon,1,90,85.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,50000.0,5000.0,999999.9999999999
Argon,1,90,85.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,34000.0,3400.0,680000.0
Argon,1,90,85.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,28333.333333333332,2833.3333333333335,566666.6666666667
Argon,1,90,85.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,20238.095238095237,2023.8095238095236,404761.9047619048
Argon,1,90,90.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,108433.73493975903,10843.373493975903,2168674.698795181
Argon,1,90,90.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,52941.17647058823,5294.117647058823,1058823.5294117646
Argon,1,90,90.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,36000.0,3600.0,720000.0
Argon,1,90,90.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,30000.0,3000.0,600000.0
Argon,1,90,90.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,21428.571428571424,2142.8571428571427,428571.42857142864
Argon,1,90,95.0,0.0083,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,114457.8313253012,11445.78313253012,2289156.626506024
Argon,1,90,95.0,0.017,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,55882.35294117647,5588.235294117647,1117647.0588235294
Argon,1,90,95.0,0.025,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,38000.0,3800.0,760000.0
Argon,1,90,95.0,0.03,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,31666.666666666664,3166.666666666667,633333.3333333334
Argon,1,90,95.0,0.042,100.0,72.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,22619.047619047615,2261.904761904762,452380.9523809524
Argon,1,90,168.0,0.149,110.0,55.0,54.1,0,0.6,30.0,Gas,0.0,298.0,298.0,Success,10250.152532031725,1127.51677852349,341671.75106772425
Argon,1,90,500.0,0.597,100.0,150.0,54.785714285714285,0,1,100.0,Gas,0.0,298.0,298.0,Fail,8375.209380234506,837.5209380234506,83752.09380234506
Argon,1,90,1500.0,0.597,100.0,150.0,55.471428571428575,0,1,100.0,Gas,0.0,298.0,298.0,Fail,25125.62814070352,2512.562814070352,251256.2814070352
Argon,1,90,2500.0,0.597,100.0,150.0,56.15714285714286,0,1,100.0,Gas,0.0,298.0,298.0,Fail,41876.04690117253,4187.604690117253,418760.46901172533
Argon,1,90,3000.0,0.597,100.0,150.0,56.84285714285714,0,1,100.0,Gas,0.0,298.0,298.0,Fail,50251.25628140704,5025.125628140704,502512.5628140704
Argon,1,90,4000.0,0.597,100.0,150.0,57.528571428571425,0,1,100.0,Gas,0.0,298.0,298.0,Fail,67001.67504187605,6700.167504187605,670016.7504187605
Argon,1,90,4500.0,0.597,100.0,150.0,58.214285714285715,0,1,100.0,Gas,0.0,298.0,298.0,Fail,75376.88442211055,7537.688442211055,753768.8442211056
Argon,1,90,500.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,8375.209380234506,837.5209380234506,83752.09380234506
Argon,1,90,1500.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,25125.62814070352,2512.562814070352,251256.2814070352
Argon,1,90,2500.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,41876.04690117253,4187.604690117253,418760.46901172533
Argon,1,90,3000.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,50251.25628140704,5025.125628140704,502512.5628140704
Argon,1,90,4000.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,67001.67504187605,6700.167504187605,670016.7504187605
Argon,1,90,4500.0,0.597,100.0,150.0,58.9,0,1,100.0,Gas,0.0,298.0,298.0,Fail,75376.88442211055,7537.688442211055,753768.8442211056
