Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Argon,1,90,180.0,3.0,90.0,80.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Fail,666.6666666666666,60.0,33333.333333333336
Argon,1,90,180.0,0.571,100.0,80.0,45.888888888888886,0,1,43.882,Gas,0.0,298.0,298.0,Fail,3152.364273204904,315.2364273204904,71837.29714244802
Argon,1,90,280.0,0.45,30.0,80.0,46.77777777777778,0,1,200.0,Gas,0.0,298.0,298.0,Fail,20740.74074074074,622.2222222222222,103703.70370370371
Argon,1,90,280.0,0.45,30.0,80.0,47.666666666666664,0,1,200.0,Gas,0.0,298.0,298.0,Fail,20740.74074074074,622.2222222222222,103703.70370370371
Argon,1,90,280.0,0.45,30.0,80.0,48.55555555555556,0,1,200.0,Gas,0.0,298.0,298.0,Fail,20740.74074074074,622.2222222222222,103703.70370370371
Argon,1,90,280.0,0.45,30.0,80.0,49.44444444444444,0,1,200.0,Gas,0.0,298.0,298.0,Fail,20740.74074074074,622.2222222222222,103703.70370370371
Argon,1,90,137.9,0.4,100.0,100.0,50.333333333333336,0,1,200.0,Gas,0.0,298.0,298.0,Fail,3447.5,344.75,17237.5
Argon,1,90,179.2,0.8,100.0,100.0,51.22222222222222,0,1,200.0,Gas,0.0,298.0,298.0,Fail,2240.0,223.99999999999997,11199.999999999998
Argon,1,90,179.2,1.2,100.0,100.0,52.111111111111114,0,1,200.0,Gas,0.0,298.0,298.0,Fail,1493.3333333333333,149.33333333333334,7466.666666666666
Argon,1,90,325.0,0.7,120.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,923.0,Fail,3869.047619047619,464.28571428571433,77380.95238095238
Argon,1,90,380.0,0.6,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,6333.333333333334,633.3333333333334,211111.11111111112
Argon,1,90,380.0,0.7,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,5428.571428571428,542.8571428571429,180952.38095238098
Argon,1,90,380.0,1.0,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,3800.0,380.0,126666.66666666666
Argon,1,90,380.0,1.2,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,3166.666666666667,316.6666666666667,105555.55555555556
Argon,1,90,380.0,1.5,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,2533.3333333333335,253.33333333333334,84444.44444444445
Argon,1,90,350.0,0.8,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,4375.0,437.5,145833.33333333334
Argon,1,90,350.0,1.0,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,3500.0,350.0,116666.66666666666
Argon,1,90,350.0,1.2,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,2916.666666666667,291.6666666666667,97222.22222222222
Argon,1,90,350.0,1.5,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,2333.3333333333335,233.33333333333334,77777.77777777778
Argon,1,90,380.0,0.8,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,4750.0,475.0,158333.33333333334
Argon,1,90,380.0,2.0,100.0,80.0,53.0,0,1,30.0,Gas,0.0,298.0,423.0,Fail,1900.0,190.0,63333.33333333333
Argon,1,90,235.0,0.524,100.0,250.0,53.04081632653061,0,1,48.12,Gas,0.0,298.0,298.0,Fail,4484.73282442748,448.4732824427481,93198.93650098672
Argon,1,90,235.0,0.524,100.0,250.0,53.08163265306123,0,1,47.49666666666667,Gas,0.0,298.0,973.0,Fail,4484.73282442748,448.4732824427481,94422.05399173585
Argon,1,90,125.0,0.205,100.0,250.0,53.12244897959184,0,1,45.13766666666666,Gas,0.0,298.0,517.0,Fail,6097.560975609756,609.7560975609756,135088.0855370553
Argon,1,90,250.0,0.444,100.0,250.0,53.16326530612245,0,1,47.516666666666666,Gas,0.0,298.0,1108.0,Fail,5630.630630630631,563.063063063063,118498.01397328582
Argon,1,90,500.0,0.6,80.0,80.0,53.204081632653065,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10416.666666666666,833.3333333333334,208333.33333333334
Argon,1,90,500.0,0.6,110.0,80.0,53.244897959183675,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7575.757575757575,833.3333333333334,151515.15151515152
Argon,1,90,500.0,0.6,130.0,80.0,53.285714285714285,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6410.25641025641,833.3333333333334,128205.12820512822
Argon,1,90,500.0,0.6,150.0,80.0,53.326530612244895,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5555.555555555556,833.3333333333334,111111.11111111112
Argon,1,90,500.0,0.6,170.0,80.0,53.36734693877551,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4901.9607843137255,833.3333333333334,98039.21568627452
Argon,1,90,500.0,0.8,80.0,80.0,53.40816326530612,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7812.5,625.0,156250.0
Argon,1,90,500.0,0.8,110.0,80.0,53.44897959183673,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5681.818181818182,625.0,113636.36363636365
Argon,1,90,500.0,0.8,130.0,80.0,53.48979591836735,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4807.692307692308,625.0,96153.84615384616
Argon,1,90,500.0,0.8,150.0,80.0,53.53061224489796,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4166.666666666667,625.0,83333.33333333333
Argon,1,90,500.0,0.8,170.0,80.0,53.57142857142857,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3676.4705882352937,625.0,73529.41176470589
Argon,1,90,500.0,1.0,80.0,80.0,53.61224489795919,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6250.0,500.0,125000.0
Argon,1,90,500.0,1.0,110.0,80.0,53.6530612244898,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4545.454545454545,500.0,90909.09090909091
Argon,1,90,500.0,1.0,130.0,80.0,53.69387755102041,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3846.153846153846,500.0,76923.07692307692
Argon,1,90,500.0,1.0,150.0,80.0,53.734693877551024,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,500.0,66666.66666666667
Argon,1,90,500.0,1.0,170.0,80.0,53.775510204081634,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2941.176470588235,500.0,58823.52941176471
Argon,1,90,500.0,1.2,80.0,80.0,53.816326530612244,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5208.333333333333,416.6666666666667,104166.66666666667
Argon,1,90,500.0,1.2,110.0,80.0,53.857142857142854,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3787.8787878787875,416.6666666666667,75757.57575757576
Argon,1,90,500.0,1.2,130.0,80.0,53.89795918367347,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3205.128205128205,416.6666666666667,64102.56410256411
Argon,1,90,500.0,1.2,150.0,80.0,53.93877551020408,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2777.777777777778,416.6666666666667,55555.55555555556
Argon,1,90,500.0,1.2,170.0,80.0,53.97959183673469,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2450.9803921568628,416.6666666666667,49019.60784313726
Argon,1,90,500.0,1.4,80.0,80.0,54.02040816326531,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4464.285714285714,357.14285714285717,89285.71428571429
Argon,1,90,500.0,1.4,110.0,80.0,54.06122448979592,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3246.753246753247,357.14285714285717,64935.06493506494
Argon,1,90,500.0,1.4,130.0,80.0,54.10204081632653,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2747.252747252747,357.14285714285717,54945.054945054944
Argon,1,90,500.0,1.4,150.0,80.0,54.142857142857146,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2380.952380952381,357.14285714285717,47619.047619047626
Argon,1,90,500.0,1.4,170.0,80.0,54.183673469387756,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2100.840336134454,357.14285714285717,42016.806722689085
Argon,1,90,500.0,1.6,80.0,80.0,54.224489795918366,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3906.25,312.5,78125.0
Argon,1,90,500.0,1.6,110.0,80.0,54.265306122448976,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2840.909090909091,312.5,56818.18181818182
Argon,1,90,500.0,1.6,130.0,80.0,54.30612244897959,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2403.846153846154,312.5,48076.92307692308
Argon,1,90,500.0,1.6,150.0,80.0,54.3469387755102,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2083.3333333333335,312.5,41666.666666666664
Argon,1,90,500.0,1.6,170.0,80.0,54.38775510204081,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1838.2352941176468,312.5,36764.705882352944
Argon,1,90,800.0,1.0,110.0,80.0,54.42857142857143,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7272.727272727273,800.0,145454.54545454547
Argon,1,90,800.0,1.0,130.0,80.0,54.46938775510204,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6153.846153846153,800.0,123076.92307692308
Argon,1,90,800.0,1.0,150.0,80.0,54.51020408163265,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5333.333333333334,800.0,106666.66666666667
Argon,1,90,800.0,1.0,170.0,80.0,54.55102040816327,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4705.882352941177,800.0,94117.64705882354
Argon,1,90,800.0,1.0,190.0,80.0,54.59183673469388,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4210.526315789473,800.0,84210.52631578948
Argon,1,90,800.0,1.0,210.0,80.0,54.63265306122449,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3809.5238095238096,800.0,76190.4761904762
Argon,1,90,800.0,1.2,110.0,80.0,54.673469387755105,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6060.60606060606,666.6666666666667,121212.12121212122
Argon,1,90,800.0,1.2,130.0,80.0,54.714285714285715,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5128.205128205128,666.6666666666667,102564.10256410256
Argon,1,90,800.0,1.2,150.0,80.0,54.755102040816325,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,666.6666666666667,88888.88888888889
Argon,1,90,800.0,1.2,170.0,80.0,54.795918367346935,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3921.5686274509803,666.6666666666667,78431.37254901961
Argon,1,90,800.0,1.2,190.0,80.0,54.83673469387755,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3508.771929824561,666.6666666666667,70175.43859649124
Argon,1,90,800.0,1.2,210.0,80.0,54.87755102040816,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3174.6031746031745,666.6666666666667,63492.06349206349
Argon,1,90,800.0,1.4,110.0,80.0,54.91836734693877,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5194.805194805195,571.4285714285714,103896.1038961039
Argon,1,90,800.0,1.4,130.0,80.0,54.95918367346939,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4395.604395604396,571.4285714285714,87912.08791208791
Argon,1,90,800.0,1.4,150.0,80.0,55.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3809.5238095238096,571.4285714285714,76190.4761904762
Argon,1,90,800.0,1.4,170.0,80.0,55.04081632653061,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3361.3445378151264,571.4285714285714,67226.89075630254
Argon,1,90,800.0,1.4,190.0,80.0,55.08163265306123,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3007.518796992481,571.4285714285714,60150.375939849626
Argon,1,90,800.0,1.4,210.0,80.0,55.12244897959184,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2721.08843537415,571.4285714285714,54421.768707482996
Argon,1,90,800.0,1.6,110.0,80.0,55.16326530612245,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4545.454545454546,500.0,90909.09090909093
Argon,1,90,800.0,1.6,130.0,80.0,55.20408163265306,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3846.1538461538457,500.0,76923.07692307692
Argon,1,90,800.0,1.6,150.0,80.0,55.244897959183675,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,500.0,66666.66666666667
Argon,1,90,800.0,1.6,170.0,80.0,55.285714285714285,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2941.176470588235,500.0,58823.529411764706
Argon,1,90,800.0,1.6,190.0,80.0,55.326530612244895,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2631.5789473684213,500.0,52631.57894736842
Argon,1,90,800.0,1.6,210.0,80.0,55.36734693877551,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2380.9523809523807,500.0,47619.04761904762
Argon,1,90,800.0,1.8,110.0,80.0,55.40816326530612,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4040.40404040404,444.44444444444446,80808.08080808082
Argon,1,90,800.0,1.8,130.0,80.0,55.44897959183673,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3418.8034188034185,444.44444444444446,68376.06837606838
Argon,1,90,800.0,1.8,150.0,80.0,55.48979591836735,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2962.9629629629626,444.44444444444446,59259.25925925926
Argon,1,90,800.0,1.8,170.0,80.0,55.53061224489796,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2614.3790849673205,444.44444444444446,52287.58169934641
Argon,1,90,800.0,1.8,190.0,80.0,55.57142857142857,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2339.1812865497072,444.44444444444446,46783.62573099415
Argon,1,90,800.0,1.8,210.0,80.0,55.61224489795919,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2116.4021164021165,444.44444444444446,42328.04232804233
Argon,1,90,800.0,2.0,110.0,80.0,55.6530612244898,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3636.3636363636365,400.0,72727.27272727274
Argon,1,90,800.0,2.0,130.0,80.0,55.69387755102041,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3076.9230769230767,400.0,61538.46153846154
Argon,1,90,800.0,2.0,150.0,80.0,55.734693877551024,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2666.666666666667,400.0,53333.333333333336
Argon,1,90,800.0,2.0,170.0,80.0,55.775510204081634,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2352.9411764705883,400.0,47058.82352941177
Argon,1,90,800.0,2.0,190.0,80.0,55.816326530612244,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2105.2631578947367,400.0,42105.26315789474
Argon,1,90,800.0,2.0,210.0,80.0,55.857142857142854,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1904.7619047619048,400.0,38095.2380952381
Argon,1,90,1200.0,1.0,110.0,80.0,55.89795918367347,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10909.09090909091,1200.0,218181.8181818182
Argon,1,90,1200.0,1.0,130.0,80.0,55.93877551020408,0,1,50.0,Gas,0.0,298.0,298.0,Fail,9230.76923076923,1200.0,184615.38461538462
Argon,1,90,1200.0,1.0,150.0,80.0,55.97959183673469,0,1,50.0,Gas,0.0,298.0,298.0,Fail,8000.0,1200.0,160000.0
Argon,1,90,1200.0,1.0,170.0,80.0,56.02040816326531,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7058.823529411764,1200.0,141176.4705882353
Argon,1,90,1200.0,1.0,190.0,80.0,56.06122448979592,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6315.789473684211,1200.0,126315.78947368421
Argon,1,90,1200.0,1.0,210.0,80.0,56.10204081632653,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5714.285714285715,1200.0,114285.7142857143
Argon,1,90,1200.0,1.2,110.0,80.0,56.142857142857146,0,1,50.0,Gas,0.0,298.0,298.0,Fail,9090.90909090909,1000.0,181818.18181818182
Argon,1,90,1200.0,1.2,130.0,80.0,56.183673469387756,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7692.307692307692,1000.0,153846.15384615384
Argon,1,90,1200.0,1.2,150.0,80.0,56.224489795918366,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6666.666666666667,1000.0,133333.33333333334
Argon,1,90,1200.0,1.2,170.0,80.0,56.265306122448976,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5882.35294117647,1000.0,117647.05882352943
Argon,1,90,1200.0,1.2,190.0,80.0,56.30612244897959,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5263.157894736842,1000.0,105263.15789473685
Argon,1,90,1200.0,1.2,210.0,80.0,56.3469387755102,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4761.9047619047615,1000.0,95238.09523809524
Argon,1,90,1200.0,1.4,110.0,80.0,56.38775510204081,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7792.207792207792,857.1428571428572,155844.15584415584
Argon,1,90,1200.0,1.4,130.0,80.0,56.42857142857143,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6593.406593406594,857.1428571428572,131868.13186813187
Argon,1,90,1200.0,1.4,150.0,80.0,56.46938775510204,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5714.285714285715,857.1428571428572,114285.7142857143
Argon,1,90,1200.0,1.4,170.0,80.0,56.51020408163265,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5042.01680672269,857.1428571428572,100840.3361344538
Argon,1,90,1200.0,1.4,190.0,80.0,56.55102040816327,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4511.278195488721,857.1428571428572,90225.56390977444
Argon,1,90,1200.0,1.4,210.0,80.0,56.59183673469388,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4081.6326530612246,857.1428571428572,81632.6530612245
Argon,1,90,1200.0,1.6,110.0,80.0,56.63265306122449,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6818.181818181819,750.0,136363.63636363638
Argon,1,90,1200.0,1.6,130.0,80.0,56.673469387755105,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5769.230769230769,750.0,115384.61538461539
Argon,1,90,1200.0,1.6,150.0,80.0,56.714285714285715,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5000.0,750.0,100000.0
Argon,1,90,1200.0,1.6,170.0,80.0,56.755102040816325,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4411.764705882352,750.0,88235.29411764706
Argon,1,90,1200.0,1.6,190.0,80.0,56.795918367346935,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3947.3684210526317,750.0,78947.36842105263
Argon,1,90,1200.0,1.6,210.0,80.0,56.83673469387755,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3571.428571428571,750.0,71428.57142857143
Argon,1,90,1200.0,1.8,110.0,80.0,56.87755102040816,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6060.60606060606,666.6666666666666,121212.12121212123
Argon,1,90,1200.0,1.8,130.0,80.0,56.91836734693877,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5128.205128205128,666.6666666666666,102564.10256410256
Argon,1,90,1200.0,1.8,150.0,80.0,56.95918367346939,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,666.6666666666666,88888.88888888889
Argon,1,90,1200.0,1.8,170.0,80.0,57.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3921.5686274509803,666.6666666666666,78431.37254901961
Argon,1,90,1200.0,1.8,190.0,80.0,57.04081632653061,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3508.771929824561,666.6666666666666,70175.43859649122
Argon,1,90,1200.0,1.8,210.0,80.0,57.08163265306123,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3174.6031746031745,666.6666666666666,63492.06349206349
Argon,1,90,1200.0,2.0,110.0,80.0,57.12244897959184,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5454.545454545455,600.0,109090.9090909091
Argon,1,90,1200.0,2.0,130.0,80.0,57.16326530612245,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4615.384615384615,600.0,92307.69230769231
Argon,1,90,1200.0,2.0,150.0,80.0,57.20408163265306,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4000.0,600.0,80000.0
Argon,1,90,1200.0,2.0,170.0,80.0,57.244897959183675,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3529.411764705882,600.0,70588.23529411765
Argon,1,90,1200.0,2.0,190.0,80.0,57.285714285714285,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3157.8947368421054,600.0,63157.89473684211
Argon,1,90,1200.0,2.0,210.0,80.0,57.326530612244895,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2857.1428571428573,600.0,57142.85714285715
Argon,1,90,1500.0,1.1,130.0,80.0,57.36734693877551,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10489.510489510489,1363.6363636363635,209790.20979020977
Argon,1,90,1500.0,1.1,150.0,80.0,57.40816326530612,0,1,50.0,Gas,0.0,298.0,298.0,Fail,9090.90909090909,1363.6363636363635,181818.18181818182
Argon,1,90,1500.0,1.1,180.0,80.0,57.44897959183673,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7575.757575757574,1363.6363636363635,151515.1515151515
Argon,1,90,1500.0,1.1,200.0,80.0,57.48979591836735,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6818.181818181817,1363.6363636363635,136363.63636363635
Argon,1,90,1500.0,1.1,220.0,80.0,57.53061224489796,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6198.347107438016,1363.6363636363635,123966.94214876031
Argon,1,90,1500.0,1.1,250.0,80.0,57.57142857142857,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5454.545454545454,1363.6363636363635,109090.90909090909
Argon,1,90,1500.0,1.3,130.0,80.0,57.61224489795919,0,1,50.0,Gas,0.0,298.0,298.0,Fail,8875.739644970414,1153.8461538461538,177514.7928994083
Argon,1,90,1500.0,1.3,150.0,80.0,57.6530612244898,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7692.307692307692,1153.8461538461538,153846.15384615384
Argon,1,90,1500.0,1.3,180.0,80.0,57.69387755102041,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6410.25641025641,1153.8461538461538,128205.1282051282
Argon,1,90,1500.0,1.3,200.0,80.0,57.734693877551024,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5769.230769230769,1153.8461538461538,115384.61538461539
Argon,1,90,1500.0,1.3,220.0,80.0,57.775510204081634,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5244.755244755244,1153.8461538461538,104895.10489510489
Argon,1,90,1500.0,1.3,250.0,80.0,57.816326530612244,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4615.384615384615,1153.8461538461538,92307.6923076923
Argon,1,90,1500.0,1.5,130.0,80.0,57.857142857142854,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7692.307692307692,1000.0,153846.15384615384
Argon,1,90,1500.0,1.5,150.0,80.0,57.89795918367347,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6666.666666666666,1000.0,133333.33333333334
Argon,1,90,1500.0,1.5,180.0,80.0,57.93877551020408,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5555.555555555555,1000.0,111111.11111111111
Argon,1,90,1500.0,1.5,200.0,80.0,57.97959183673469,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5000.0,1000.0,100000.0
Argon,1,90,1500.0,1.5,220.0,80.0,58.02040816326531,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4545.454545454545,1000.0,90909.09090909091
Argon,1,90,1500.0,1.5,250.0,80.0,58.06122448979592,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4000.0,1000.0,80000.0
Argon,1,90,1500.0,1.7,130.0,80.0,58.10204081632653,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6787.330316742082,882.3529411764706,135746.60633484164
Argon,1,90,1500.0,1.7,150.0,80.0,58.14285714285714,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5882.35294117647,882.3529411764706,117647.05882352941
Argon,1,90,1500.0,1.7,180.0,80.0,58.183673469387756,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4901.9607843137255,882.3529411764706,98039.21568627452
Argon,1,90,1500.0,1.7,200.0,80.0,58.224489795918366,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4411.764705882352,882.3529411764706,88235.29411764708
Argon,1,90,1500.0,1.7,220.0,80.0,58.265306122448976,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4010.695187165775,882.3529411764706,80213.90374331552
Argon,1,90,1500.0,1.7,250.0,80.0,58.30612244897959,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3529.4117647058824,882.3529411764706,70588.23529411765
Argon,1,90,1500.0,1.9,130.0,80.0,58.3469387755102,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6072.8744939271255,789.4736842105264,121457.48987854252
Argon,1,90,1500.0,1.9,150.0,80.0,58.38775510204081,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5263.157894736842,789.4736842105264,105263.15789473685
Argon,1,90,1500.0,1.9,180.0,80.0,58.42857142857143,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4385.964912280701,789.4736842105264,87719.29824561403
Argon,1,90,1500.0,1.9,200.0,80.0,58.46938775510204,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3947.3684210526317,789.4736842105264,78947.36842105264
Argon,1,90,1500.0,1.9,220.0,80.0,58.51020408163265,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3588.5167464114834,789.4736842105264,71770.33492822967
Argon,1,90,1500.0,1.9,250.0,80.0,58.55102040816327,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3157.894736842105,789.4736842105264,63157.89473684211
Argon,1,90,1500.0,2.1,130.0,80.0,58.59183673469388,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5494.505494505494,714.2857142857142,109890.1098901099
Argon,1,90,1500.0,2.1,150.0,80.0,58.63265306122449,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4761.9047619047615,714.2857142857142,95238.09523809524
Argon,1,90,1500.0,2.1,180.0,80.0,58.673469387755105,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3968.253968253968,714.2857142857142,79365.07936507936
Argon,1,90,1500.0,2.1,200.0,80.0,58.714285714285715,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3571.4285714285716,714.2857142857142,71428.57142857143
Argon,1,90,1500.0,2.1,220.0,80.0,58.755102040816325,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3246.7532467532465,714.2857142857142,64935.06493506494
Argon,1,90,1500.0,2.1,250.0,80.0,58.795918367346935,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2857.142857142857,714.2857142857142,57142.857142857145
Argon,1,90,1800.0,1.55,130.0,80.0,58.83673469387755,0,1,50.0,Gas,0.0,298.0,298.0,Fail,8933.002481389578,1161.2903225806451,178660.0496277916
Argon,1,90,1800.0,1.55,150.0,80.0,58.87755102040816,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7741.935483870967,1161.2903225806451,154838.70967741936
Argon,1,90,1800.0,1.55,170.0,80.0,58.91836734693877,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6831.11954459203,1161.2903225806451,136622.39089184062
Argon,1,90,1800.0,1.55,190.0,80.0,58.95918367346939,0,1,50.0,Gas,0.0,298.0,298.0,Fail,6112.054329371817,1161.2903225806451,122241.08658743635
